id,file,type,deleted,score,createdAt,updatedAt,UserId
442,image-697545-1578322673919.jpg,image,t,1,2020-01-06 20:27:53.92+05:30,2020-01-25 16:26:49.056+05:30,466
380,image-983458-1577966226695.png,image,t,1,2020-01-02 17:27:06.706+05:30,2020-01-26 17:17:55.457+05:30,208
381,image-696422-1577966236024.png,image,t,1,2020-01-02 17:27:16.038+05:30,2020-01-26 17:17:55.457+05:30,208
382,image-179626-1577966246142.png,image,t,1,2020-01-02 17:27:26.146+05:30,2020-01-26 17:17:55.457+05:30,208
383,image-803376-1577966256393.png,image,t,1,2020-01-02 17:27:36.48+05:30,2020-01-26 17:17:55.457+05:30,208
440,image-239883-1578322234802.jpg,image,t,1,2020-01-06 20:20:34.818+05:30,2020-01-28 22:22:38.929+05:30,444
441,image-815747-1578322474704.jpg,image,t,1,2020-01-06 20:24:34.719+05:30,2020-01-28 22:22:38.929+05:30,444
443,image-567773-1578323403342.jpg,image,t,1,2020-01-06 20:40:03.354+05:30,2020-01-28 22:22:38.929+05:30,476
444,image-400200-1578323423857.jpg,image,t,1,2020-01-06 20:40:23.89+05:30,2020-01-28 22:22:38.929+05:30,644
426,image-928212-1578241002052.jpg,image,t,1,2020-01-05 21:46:42.059+05:30,2020-01-28 22:21:18.856+05:30,759
431,image-7309-1578313809032.jpeg,image,t,1,2020-01-06 18:00:09.05+05:30,2020-01-28 22:21:18.856+05:30,627
432,image-378550-1578313833375.jpeg,image,t,1,2020-01-06 18:00:33.39+05:30,2020-01-28 22:21:18.856+05:30,627
433,image-756874-1578313850217.jpeg,image,t,1,2020-01-06 18:00:50.351+05:30,2020-01-28 22:21:18.856+05:30,627
434,image-736206-1578313869656.jpeg,image,t,1,2020-01-06 18:01:09.671+05:30,2020-01-28 22:21:18.856+05:30,627
437,image-16877-1578316692699.png,image,t,1,2020-01-06 18:48:12.71+05:30,2020-01-28 22:21:18.856+05:30,635
438,image-779356-1578321631360.jpg,image,t,1,2020-01-06 20:10:31.433+05:30,2020-01-28 22:21:18.856+05:30,610
439,image-836647-1578322203857.jpg,image,t,1,2020-01-06 20:20:03.971+05:30,2020-01-28 22:21:18.856+05:30,444
539,image-288591-1578493648919.png,image,t,1,2020-01-08 19:57:28.931+05:30,2020-01-28 22:32:34.494+05:30,998
540,image-134435-1578493673293.png,image,t,1,2020-01-08 19:57:53.347+05:30,2020-01-28 22:32:34.494+05:30,998
519,image-543531-1578493324140.png,image,t,1,2020-01-08 19:52:04.149+05:30,2020-01-28 22:32:34.494+05:30,998
1012,database-560993-1580286509892.xlsx,database,t,1,2020-01-29 13:58:30.164+05:30,2020-01-31 23:38:12.507+05:30,143
991,image-590194-1579749395208.jpg,image,f,1,2020-01-23 08:46:35.223+05:30,2020-01-23 08:46:35.223+05:30,1177
482,image-828647-1578419472692.jpg,image,f,1,2020-01-07 23:21:12.715+05:30,2020-01-07 23:21:12.715+05:30,993
483,image-983960-1578419541020.jpg,image,f,1,2020-01-07 23:22:21.104+05:30,2020-01-07 23:22:21.104+05:30,993
484,image-81117-1578419684140.jpg,image,f,1,2020-01-07 23:24:44.162+05:30,2020-01-07 23:24:44.162+05:30,993
485,image-507506-1578419704521.jpg,image,f,1,2020-01-07 23:25:04.556+05:30,2020-01-07 23:25:04.556+05:30,993
486,image-264104-1578419785973.jpg,image,f,1,2020-01-07 23:26:26.088+05:30,2020-01-07 23:26:26.088+05:30,993
487,image-525029-1578419826324.jpg,image,f,1,2020-01-07 23:27:06.338+05:30,2020-01-07 23:27:06.338+05:30,993
488,image-28242-1578419903211.png,image,f,1,2020-01-07 23:28:23.228+05:30,2020-01-07 23:28:23.228+05:30,1004
489,image-356171-1578419926618.png,image,f,1,2020-01-07 23:28:46.751+05:30,2020-01-07 23:28:46.751+05:30,1004
490,image-739270-1578419956590.png,image,f,1,2020-01-07 23:29:16.63+05:30,2020-01-07 23:29:16.63+05:30,1004
491,image-977250-1578419977270.png,image,f,1,2020-01-07 23:29:37.28+05:30,2020-01-07 23:29:37.28+05:30,1004
492,image-101945-1578420001946.png,image,f,1,2020-01-07 23:30:01.969+05:30,2020-01-07 23:30:01.969+05:30,1004
493,image-491786-1578420248027.jpg,image,f,1,2020-01-07 23:34:08.043+05:30,2020-01-07 23:34:08.043+05:30,993
494,image-234729-1578420352952.jpg,image,f,1,2020-01-07 23:35:53.142+05:30,2020-01-07 23:35:53.142+05:30,993
455,database-223888-1578337690018.xlsx,database,t,11,2020-01-07 00:38:10.092+05:30,2020-01-18 17:18:46.437+05:30,722
456,database-470353-1578337838219.xlsx,database,t,11,2020-01-07 00:40:38.286+05:30,2020-01-18 17:19:21.395+05:30,722
341,image-883858-1577916652683.png,image,t,1,2020-01-02 03:40:52.686+05:30,2020-01-26 17:10:09.115+05:30,291
445,image-123478-1578323531485.jpg,image,t,1,2020-01-06 20:42:11.505+05:30,2020-01-28 22:22:38.929+05:30,644
457,database-413480-1578337850201.xlsx,database,t,11,2020-01-07 00:40:50.477+05:30,2020-01-18 17:19:49.723+05:30,722
449,database-477665-1578326505097.xlsx,database,t,0,2020-01-06 21:31:45.118+05:30,2020-01-18 15:26:26.302+05:30,846
475,database-659974-1578414033631.xlsx,database,t,45,2020-01-07 21:50:33.888+05:30,2020-01-13 20:31:09.451+05:30,986
481,database-945327-1578414204392.xlsx,database,t,100,2020-01-07 21:53:24.603+05:30,2020-01-13 20:31:09.451+05:30,986
464,database-726643-1578337897970.xlsx,database,t,11,2020-01-07 00:41:38.011+05:30,2020-01-18 17:20:22.584+05:30,722
463,database-297760-1578337887946.xlsx,database,t,11,2020-01-07 00:41:27.981+05:30,2020-01-18 17:21:04.847+05:30,722
458,database-435498-1578337858048.xlsx,database,t,11,2020-01-07 00:40:58.121+05:30,2020-01-18 17:21:31.172+05:30,722
462,database-572699-1578337882991.xlsx,database,t,11,2020-01-07 00:41:23.037+05:30,2020-01-18 17:21:56.341+05:30,722
459,database-327764-1578337863334.xlsx,database,t,11,2020-01-07 00:41:03.382+05:30,2020-01-18 17:24:04.187+05:30,722
460,database-17993-1578337868656.xlsx,database,t,11,2020-01-07 00:41:08.691+05:30,2020-01-18 17:24:30.636+05:30,722
461,database-852073-1578337876903.xlsx,database,t,11,2020-01-07 00:41:16.933+05:30,2020-01-18 17:25:16.246+05:30,722
467,database-884215-1578403538440.xlsx,database,t,2,2020-01-07 18:55:38.482+05:30,2020-01-18 17:25:40.713+05:30,613
470,database-152250-1578405272825.xls,database,t,0,2020-01-07 19:24:32.839+05:30,2020-01-18 17:29:24.82+05:30,951
448,database-102510-1578325427490.xlsx,database,t,2,2020-01-06 21:13:47.527+05:30,2020-01-19 14:41:20.796+05:30,476
471,database-141283-1578406877708.xlsx,database,t,25,2020-01-07 19:51:17.832+05:30,2020-01-21 18:51:59.419+05:30,354
480,database-369341-1578414179163.xlsx,database,t,15,2020-01-07 21:52:59.218+05:30,2020-01-21 18:58:07.237+05:30,986
503,database-28253-1578474899539.xlsx,database,t,11,2020-01-08 14:44:59.896+05:30,2020-01-21 19:13:48.373+05:30,779
504,database-969771-1578475041164.xlsx,database,t,11,2020-01-08 14:47:21.26+05:30,2020-01-21 19:15:05.668+05:30,779
476,database-304255-1578414080029.xlsx,database,t,10,2020-01-07 21:51:20.075+05:30,2020-01-21 19:16:57.191+05:30,986
477,database-203421-1578414104784.xlsx,database,t,9,2020-01-07 21:51:44.808+05:30,2020-01-21 19:18:45.645+05:30,986
496,database-774115-1578452015316.xlsx,database,t,5,2020-01-08 08:23:35.365+05:30,2020-01-21 19:20:30.78+05:30,779
478,database-960089-1578414134137.xlsx,database,t,4,2020-01-07 21:52:14.149+05:30,2020-01-21 19:23:23.433+05:30,986
479,database-616782-1578414152178.xlsx,database,t,1,2020-01-07 21:52:32.196+05:30,2020-01-21 19:25:09.364+05:30,986
1014,image-318752-1580328916284.jpeg,image,f,1,2020-01-30 01:45:16.302+05:30,2020-01-30 01:45:16.302+05:30,5
1013,database-809368-1580328902675.xlsx,database,t,10,2020-01-30 01:45:03.35+05:30,2020-01-31 23:17:26.601+05:30,5
974,image-714247-1579627568218.jpg,image,f,1,2020-01-21 22:56:08.23+05:30,2020-01-21 22:56:08.23+05:30,1501
975,image-480573-1579627579972.jpg,image,f,1,2020-01-21 22:56:19.986+05:30,2020-01-21 22:56:19.986+05:30,1501
976,image-966360-1579627591888.jpg,image,f,1,2020-01-21 22:56:31.909+05:30,2020-01-21 22:56:31.909+05:30,1501
977,image-839062-1579627605699.jpg,image,f,1,2020-01-21 22:56:45.713+05:30,2020-01-21 22:56:45.713+05:30,1501
992,image-937594-1579749459208.jpg,image,f,1,2020-01-23 08:47:39.228+05:30,2020-01-23 08:47:39.228+05:30,1177
342,image-383043-1577916657665.png,image,t,1,2020-01-02 03:40:57.668+05:30,2020-01-26 17:10:09.115+05:30,291
343,image-76983-1577916658176.png,image,t,1,2020-01-02 03:40:58.179+05:30,2020-01-26 17:10:09.115+05:30,291
344,image-743850-1577916658217.png,image,t,1,2020-01-02 03:40:58.228+05:30,2020-01-26 17:10:09.115+05:30,291
345,image-224474-1577916658219.png,image,t,1,2020-01-02 03:40:58.23+05:30,2020-01-26 17:10:09.115+05:30,291
218,image-167556-1577336532948.jpg,image,t,1,2019-12-26 10:32:12.95+05:30,2020-01-24 21:31:28.423+05:30,233
219,image-274893-1577336560973.jpg,image,t,1,2019-12-26 10:32:40.981+05:30,2020-01-24 21:31:28.423+05:30,233
220,image-365764-1577336560975.jpg,image,t,1,2019-12-26 10:32:40.99+05:30,2020-01-24 21:31:28.423+05:30,233
221,image-570946-1577336562145.jpg,image,t,1,2019-12-26 10:32:42.147+05:30,2020-01-24 21:31:28.423+05:30,233
224,image-115272-1577336611999.jpg,image,t,1,2019-12-26 10:33:32.036+05:30,2020-01-24 21:31:28.423+05:30,233
225,image-8893-1577336629404.jpg,image,t,1,2019-12-26 10:33:49.418+05:30,2020-01-24 21:31:28.423+05:30,233
226,image-134860-1577336645003.jpg,image,t,1,2019-12-26 10:34:05.016+05:30,2020-01-24 21:31:28.423+05:30,233
182,image-520194-1576951694402.png,image,t,1,2019-12-21 23:38:14.404+05:30,2020-01-23 22:04:50.087+05:30,264
44,image-600766-1576597342484.jpeg,image,t,1,2019-12-17 21:12:22.485+05:30,2020-01-23 21:41:24.023+05:30,240
45,image-837195-1576598221567.jpg,image,t,1,2019-12-17 21:27:01.579+05:30,2020-01-23 21:41:24.023+05:30,233
46,image-219761-1576598239662.jpg,image,t,1,2019-12-17 21:27:19.677+05:30,2020-01-23 21:41:24.023+05:30,233
41,image-563511-1576592567029.jpg,image,t,1,2019-12-17 19:52:47.04+05:30,2020-01-23 21:41:24.023+05:30,240
42,image-713768-1576592581729.jpg,image,t,1,2019-12-17 19:53:01.741+05:30,2020-01-23 21:41:24.023+05:30,240
37,image-956319-1576592499819.jpg,image,t,1,2019-12-17 19:51:39.937+05:30,2020-01-23 21:41:24.023+05:30,240
38,image-54962-1576592520431.jpg,image,t,1,2019-12-17 19:52:00.448+05:30,2020-01-23 21:41:24.023+05:30,240
39,image-478360-1576592540443.jpg,image,t,1,2019-12-17 19:52:20.456+05:30,2020-01-23 21:41:24.023+05:30,240
40,image-664945-1576592554274.jpg,image,t,1,2019-12-17 19:52:34.277+05:30,2020-01-23 21:41:24.023+05:30,240
43,image-173669-1576597334283.jpeg,image,t,1,2019-12-17 21:12:14.369+05:30,2020-01-23 21:41:24.023+05:30,240
174,image-317567-1576912608752.jpg,image,t,1,2019-12-21 12:46:48.753+05:30,2020-01-23 22:04:50.087+05:30,233
232,image-19900-1577356856198.jpg,image,t,1,2019-12-26 16:10:56.249+05:30,2020-01-24 21:31:28.423+05:30,236
215,image-997811-1577336493832.jpg,image,t,1,2019-12-26 10:31:34.506+05:30,2020-01-24 21:31:28.423+05:30,233
346,image-446878-1577916658388.png,image,t,1,2020-01-02 03:40:58.39+05:30,2020-01-26 17:10:09.115+05:30,291
960,image-801795-1579608572959.jpg,image,t,1,2020-01-21 17:39:32.962+05:30,2020-01-28 22:31:45.521+05:30,566
518,image-335440-1578493310793.png,image,t,1,2020-01-08 19:51:50.805+05:30,2020-01-28 22:27:13.476+05:30,998
521,image-470321-1578493351318.png,image,t,1,2020-01-08 19:52:31.626+05:30,2020-01-28 22:27:13.476+05:30,998
522,image-182056-1578493368203.png,image,t,1,2020-01-08 19:52:48.226+05:30,2020-01-28 22:29:13.942+05:30,998
927,image-927386-1579356513772.png,image,t,1,2020-01-18 19:38:33.789+05:30,2020-01-28 22:29:13.942+05:30,493
951,image-140084-1579608563190.jpg,image,t,1,2020-01-21 17:39:23.196+05:30,2020-01-28 22:29:13.942+05:30,566
952,image-823980-1579608564349.jpg,image,t,1,2020-01-21 17:39:24.383+05:30,2020-01-28 22:29:13.942+05:30,566
1015,image-843036-1580336863560.jpg,image,f,1,2020-01-30 03:57:43.576+05:30,2020-01-30 03:57:43.576+05:30,1184
552,database-903682-1578557902453.xlsx,database,t,7,2020-01-09 13:48:22.496+05:30,2020-01-19 14:17:07.354+05:30,378
358,image-210211-1577916664357.png,image,t,1,2020-01-02 03:41:04.362+05:30,2020-01-26 17:13:27.744+05:30,291
548,database-79800-1578499355781.xlsx,database,t,43,2020-01-08 21:32:35.869+05:30,2020-01-14 13:33:24.43+05:30,349
593,database-846-1578591066251.xlsx,database,t,21,2020-01-09 23:01:06.269+05:30,2020-01-14 21:20:37.075+05:30,72
589,database-651478-1578591016251.xlsx,database,t,21,2020-01-09 23:00:16.281+05:30,2020-01-14 21:25:15.046+05:30,72
587,database-30919-1578590924597.xlsx,database,t,21,2020-01-09 22:58:44.656+05:30,2020-01-14 21:27:28.463+05:30,72
591,database-922139-1578591049405.xlsx,database,t,21,2020-01-09 23:00:49.427+05:30,2020-01-14 21:28:08.32+05:30,72
590,database-705580-1578591042046.xlsx,database,t,21,2020-01-09 23:00:42.065+05:30,2020-01-14 21:29:50.955+05:30,72
588,database-909880-1578590996818.xlsx,database,t,21,2020-01-09 22:59:56.847+05:30,2020-01-14 21:32:04.722+05:30,72
592,database-680209-1578591059004.xlsx,database,t,21,2020-01-09 23:00:59.022+05:30,2020-01-14 21:32:44.873+05:30,72
594,database-875892-1578591117337.xlsx,database,t,21,2020-01-09 23:01:57.357+05:30,2020-01-14 21:34:27.318+05:30,72
571,database-247321-1578585006469.xlsx,database,t,20,2020-01-09 21:20:06.526+05:30,2020-01-17 21:50:55.436+05:30,556
560,database-105948-1578568042807.xlsx,database,t,7,2020-01-09 16:37:22.836+05:30,2020-01-17 22:09:20.541+05:30,556
561,database-439128-1578568165661.xlsx,database,t,6,2020-01-09 16:39:25.68+05:30,2020-01-17 22:10:34.9+05:30,556
564,database-924393-1578584713902.xlsx,database,t,5,2020-01-09 21:15:13.966+05:30,2020-01-17 22:21:18.391+05:30,556
562,database-171194-1578573219099.xlsx,database,t,2,2020-01-09 18:03:39.165+05:30,2020-01-19 14:33:20.792+05:30,1120
551,database-100791-1578557886324.xlsx,database,t,2,2020-01-09 13:48:06.408+05:30,2020-01-19 14:38:29.416+05:30,378
579,image-597394-1578590103282.png,image,t,1,2020-01-09 22:45:03.294+05:30,2020-01-25 16:27:51.363+05:30,72
582,image-111920-1578590670650.jpg,image,t,1,2020-01-09 22:54:30.651+05:30,2020-01-28 22:50:26.124+05:30,644
583,image-592906-1578590681510.jpg,image,t,1,2020-01-09 22:54:41.52+05:30,2020-01-28 22:50:26.124+05:30,644
632,image-638095-1578632288928.jpg,image,t,1,2020-01-10 10:28:08.939+05:30,2020-01-28 22:56:36.789+05:30,644
928,image-610605-1579356552424.png,image,t,1,2020-01-18 19:39:12.425+05:30,2020-01-28 22:56:36.789+05:30,493
1016,image-519096-1580375270076.jpeg,image,f,1,2020-01-30 14:37:50.089+05:30,2020-01-30 14:37:50.089+05:30,282
636,image-510639-1578646642509.jpg,image,f,1,2020-01-10 14:27:22.51+05:30,2020-01-10 14:27:22.51+05:30,556
637,image-516173-1578646680441.jpg,image,f,1,2020-01-10 14:28:00.451+05:30,2020-01-10 14:28:00.451+05:30,556
638,image-580200-1578646680959.jpg,image,f,1,2020-01-10 14:28:00.968+05:30,2020-01-10 14:28:00.968+05:30,556
639,image-671257-1578646695474.jpg,image,f,1,2020-01-10 14:28:15.488+05:30,2020-01-10 14:28:15.488+05:30,556
640,database-326636-1578647637904.xlsx,database,t,40,2020-01-10 14:43:57.997+05:30,2020-01-20 07:30:43.162+05:30,1069
650,image-30547-1578658542204.jpg,image,f,1,2020-01-10 17:45:42.23+05:30,2020-01-10 17:45:42.23+05:30,1069
651,image-101626-1578658587399.jpg,image,f,1,2020-01-10 17:46:27.416+05:30,2020-01-10 17:46:27.416+05:30,1069
652,image-575727-1578658610395.jpg,image,f,1,2020-01-10 17:46:50.414+05:30,2020-01-10 17:46:50.414+05:30,1069
653,image-343408-1578658639975.jpg,image,f,1,2020-01-10 17:47:19.997+05:30,2020-01-10 17:47:19.997+05:30,1069
654,image-831766-1578658673519.jpg,image,f,1,2020-01-10 17:47:53.535+05:30,2020-01-10 17:47:53.535+05:30,1069
655,image-445176-1578658695825.jpg,image,f,1,2020-01-10 17:48:15.941+05:30,2020-01-10 17:48:15.941+05:30,1069
656,image-896471-1578658732779.jpg,image,f,1,2020-01-10 17:48:52.795+05:30,2020-01-10 17:48:52.795+05:30,1069
657,image-410834-1578658765481.jpg,image,f,1,2020-01-10 17:49:25.53+05:30,2020-01-10 17:49:25.53+05:30,1069
658,image-858970-1578658778853.jpg,image,f,1,2020-01-10 17:49:38.866+05:30,2020-01-10 17:49:38.866+05:30,1069
659,image-774905-1578658799818.jpg,image,f,1,2020-01-10 17:49:59.855+05:30,2020-01-10 17:49:59.855+05:30,1069
660,image-467222-1578658810916.jpg,image,f,1,2020-01-10 17:50:10.98+05:30,2020-01-10 17:50:10.98+05:30,1069
605,database-684249-1578591200470.xlsx,database,t,21,2020-01-09 23:03:20.52+05:30,2020-01-14 21:28:48.704+05:30,72
595,database-290449-1578591126845.xlsx,database,t,21,2020-01-09 23:02:06.863+05:30,2020-01-14 20:15:51.793+05:30,72
596,database-641488-1578591134230.xlsx,database,t,21,2020-01-09 23:02:14.246+05:30,2020-01-14 20:17:56.358+05:30,72
604,database-699171-1578591193691.xlsx,database,t,21,2020-01-09 23:03:13.709+05:30,2020-01-14 21:29:24.534+05:30,72
667,database-74241-1578660127390.xlsx,database,t,43,2020-01-10 18:12:07.459+05:30,2020-01-14 21:04:18.716+05:30,447
598,database-136064-1578591148610.xlsx,database,t,21,2020-01-09 23:02:28.626+05:30,2020-01-14 21:30:22.306+05:30,72
597,database-122943-1578591141953.xlsx,database,t,21,2020-01-09 23:02:21.968+05:30,2020-01-14 21:30:55.61+05:30,72
603,database-149140-1578591186508.xlsx,database,t,21,2020-01-09 23:03:06.549+05:30,2020-01-14 21:31:32.957+05:30,72
601,database-239657-1578591173562.xlsx,database,t,21,2020-01-09 23:02:53.595+05:30,2020-01-14 21:33:18.721+05:30,72
600,database-32661-1578591165010.xlsx,database,t,21,2020-01-09 23:02:45.026+05:30,2020-01-14 21:33:53.25+05:30,72
599,database-833157-1578591157067.xlsx,database,t,21,2020-01-09 23:02:37.207+05:30,2020-01-14 21:36:00.366+05:30,72
602,database-201387-1578591179658.xlsx,database,t,21,2020-01-09 23:02:59.684+05:30,2020-01-14 21:36:37.68+05:30,72
608,database-615483-1578593945449.xlsx,database,t,44,2020-01-09 23:49:05.501+05:30,2020-01-17 18:50:58.568+05:30,1087
633,database-387347-1578636719344.xlsx,database,t,10,2020-01-10 11:41:59.361+05:30,2020-01-17 19:54:10.808+05:30,439
634,database-732534-1578636742263.xlsx,database,t,10,2020-01-10 11:42:22.285+05:30,2020-01-17 19:54:43.858+05:30,439
635,database-443602-1578645722912.xlsx,database,t,7,2020-01-10 14:12:02.934+05:30,2020-01-17 21:54:27.449+05:30,556
649,database-914879-1578658423513.xlsx,database,t,14,2020-01-10 17:43:43.542+05:30,2020-01-18 14:59:00.126+05:30,152
617,database-783559-1578595183427.xlsx,database,t,31,2020-01-10 00:09:43.474+05:30,2020-01-20 07:33:09.615+05:30,1069
619,database-828510-1578596560648.xlsx,database,t,8,2020-01-10 00:32:40.663+05:30,2020-01-21 19:58:42.039+05:30,1161
643,database-262986-1578651722158.xlsx,database,t,7,2020-01-10 15:52:02.166+05:30,2020-01-21 20:02:16.374+05:30,1069
646,database-976591-1578655549400.xlsx,database,t,7,2020-01-10 16:55:49.409+05:30,2020-01-21 20:11:01.893+05:30,1069
647,database-549471-1578657077528.xlsx,database,t,4,2020-01-10 17:21:17.535+05:30,2020-01-21 20:25:24.924+05:30,1069
607,database-287089-1578591672156.xlsx,database,t,2,2020-01-09 23:11:12.161+05:30,2020-01-21 21:33:16.956+05:30,854
609,image-316718-1578594846409.jpg,image,t,1,2020-01-10 00:04:06.437+05:30,2020-01-28 22:50:26.124+05:30,1069
610,image-817993-1578594870308.jpg,image,t,1,2020-01-10 00:04:30.334+05:30,2020-01-28 22:50:26.124+05:30,1069
611,image-430978-1578594873378.jpg,image,t,1,2020-01-10 00:04:33.394+05:30,2020-01-28 22:50:26.124+05:30,1069
682,database-543336-1578668783518.xlsx,database,t,48,2020-01-10 20:36:23.567+05:30,2020-01-20 19:18:00.818+05:30,833
681,database-752905-1578668277038.xlsx,database,t,48,2020-01-10 20:27:57.175+05:30,2020-01-20 19:57:31.2+05:30,833
688,image-502546-1578670672162.jpg,image,f,1,2020-01-10 21:07:52.174+05:30,2020-01-10 21:07:52.174+05:30,1187
680,database-702460-1578666105377.xlsx,database,t,23,2020-01-10 19:51:45.475+05:30,2020-01-21 17:50:28.889+05:30,422
230,image-146887-1577336694991.jpg,image,t,1,2019-12-26 10:34:55.012+05:30,2020-01-24 21:31:28.423+05:30,233
1017,image-961316-1580375288179.jpeg,image,f,1,2020-01-30 14:38:08.197+05:30,2020-01-30 14:38:08.197+05:30,282
359,image-578063-1577916664516.png,image,t,1,2020-01-02 03:41:04.518+05:30,2020-01-26 17:14:14.684+05:30,291
360,image-258140-1577916664574.png,image,t,1,2020-01-02 03:41:04.576+05:30,2020-01-26 17:14:14.684+05:30,291
728,image-145228-1578721020986.jpg,image,f,1,2020-01-11 11:07:01.003+05:30,2020-01-11 11:07:01.003+05:30,1177
729,image-850235-1578721059072.jpg,image,f,1,2020-01-11 11:07:39.09+05:30,2020-01-11 11:07:39.09+05:30,1177
231,image-366086-1577336695342.jpg,image,t,1,2019-12-26 10:34:55.353+05:30,2020-01-24 21:31:28.423+05:30,233
216,image-38905-1577336512707.jpg,image,t,1,2019-12-26 10:31:52.724+05:30,2020-01-24 21:31:28.423+05:30,233
978,database-926039-1579673674895.xlsx,database,t,1,2020-01-22 11:44:35.115+05:30,2020-01-23 22:00:51.762+05:30,1177
217,image-586800-1577336530961.jpg,image,t,1,2019-12-26 10:32:10.977+05:30,2020-01-24 21:31:28.423+05:30,233
233,image-533520-1577366283306.jpg,image,t,1,2019-12-26 18:48:03.316+05:30,2020-01-24 21:31:28.423+05:30,236
730,database-605183-1578721112051.xlsx,database,t,5,2020-01-11 11:08:32.079+05:30,2020-01-21 20:10:09.096+05:30,1177
234,image-51230-1577366285204.jpg,image,t,1,2019-12-26 18:48:05.233+05:30,2020-01-24 21:31:28.423+05:30,236
222,image-343089-1577336574915.jpg,image,t,1,2019-12-26 10:32:54.927+05:30,2020-01-24 21:31:28.423+05:30,233
686,database-176847-1578669411578.xlsx,database,t,100,2020-01-10 20:46:51.683+05:30,2020-01-13 19:57:35.361+05:30,71
683,database-900650-1578669383823.xlsx,database,t,100,2020-01-10 20:46:23.989+05:30,2020-01-13 21:32:51.344+05:30,71
679,database-328050-1578666030025.xlsx,database,t,47,2020-01-10 19:50:30.156+05:30,2020-01-14 21:39:08.496+05:30,992
696,database-123566-1578674635636.xls,database,t,18,2020-01-10 22:13:55.692+05:30,2020-01-14 21:56:07.797+05:30,1189
668,database-866548-1578660627251.xlsx,database,t,1,2020-01-10 18:20:27.27+05:30,2020-01-14 21:04:18.716+05:30,447
695,database-996319-1578674485972.xls,database,t,18,2020-01-10 22:11:26.124+05:30,2020-01-14 21:56:58.397+05:30,1189
677,database-602574-1578665341096.xlsx,database,t,2,2020-01-10 19:39:01.108+05:30,2020-01-14 21:42:07.253+05:30,992
678,database-882626-1578665491791.xlsx,database,t,2,2020-01-10 19:41:31.796+05:30,2020-01-14 21:42:07.253+05:30,992
697,database-661815-1578674921378.xls,database,t,9,2020-01-10 22:18:41.416+05:30,2020-01-14 22:09:11.847+05:30,1189
715,database-413969-1578680099994.xls,database,t,18,2020-01-10 23:45:00.031+05:30,2020-01-14 22:10:25.696+05:30,1189
694,database-951014-1578674458393.xls,database,t,18,2020-01-10 22:10:58.556+05:30,2020-01-14 22:11:09.407+05:30,1189
710,database-511251-1578679884497.xls,database,t,18,2020-01-10 23:41:24.579+05:30,2020-01-14 22:13:02.907+05:30,1189
720,database-325844-1578680265308.xlsx,database,t,17,2020-01-10 23:47:45.329+05:30,2020-01-14 22:31:55.618+05:30,1165
721,database-375767-1578680277732.xlsx,database,t,17,2020-01-10 23:47:57.754+05:30,2020-01-14 22:32:52.913+05:30,1165
719,database-138124-1578680245599.xlsx,database,t,17,2020-01-10 23:47:25.642+05:30,2020-01-14 22:36:51.743+05:30,1165
669,database-832419-1578663207987.xlsx,database,t,12,2020-01-10 19:03:28.002+05:30,2020-01-15 19:45:37.715+05:30,710
670,database-526437-1578663219280.xlsx,database,t,11,2020-01-10 19:03:39.288+05:30,2020-01-15 19:49:24.096+05:30,710
714,database-865075-1578680080926.xls,database,t,9,2020-01-10 23:44:40.947+05:30,2020-01-15 19:50:02.633+05:30,1189
698,database-947022-1578674928181.xls,database,t,9,2020-01-10 22:18:48.221+05:30,2020-01-15 19:50:36.263+05:30,1189
711,database-408812-1578679910475.xls,database,t,9,2020-01-10 23:41:50.533+05:30,2020-01-15 19:58:06.838+05:30,1189
709,database-676675-1578679871266.xls,database,t,9,2020-01-10 23:41:11.322+05:30,2020-01-15 19:59:39.168+05:30,1189
716,database-5037-1578680120029.xls,database,t,9,2020-01-10 23:45:20.126+05:30,2020-01-15 20:00:05.978+05:30,1189
699,database-910579-1578675223958.xls,database,t,9,2020-01-10 22:23:44.019+05:30,2020-01-15 20:00:31.012+05:30,1189
701,database-17873-1578676282478.xlsx,database,t,40,2020-01-10 22:41:22.547+05:30,2020-01-17 19:23:44.069+05:30,1182
703,database-400281-1578676300775.xlsx,database,t,40,2020-01-10 22:41:40.853+05:30,2020-01-17 19:31:22.743+05:30,1182
705,database-262261-1578676379881.xlsx,database,t,40,2020-01-10 22:42:59.969+05:30,2020-01-17 19:34:53.211+05:30,1182
702,database-163739-1578676292294.xlsx,database,t,1,2020-01-10 22:41:32.311+05:30,2020-01-17 19:38:48.973+05:30,1182
704,database-509032-1578676365412.xlsx,database,t,1,2020-01-10 22:42:45.436+05:30,2020-01-17 19:39:15.718+05:30,1182
689,database-273764-1578672181593.xlsx,database,t,40,2020-01-10 21:33:01.638+05:30,2020-01-17 19:46:37.968+05:30,851
691,database-67902-1578672652402.xlsx,database,t,7,2020-01-10 21:40:52.409+05:30,2020-01-17 20:03:54.955+05:30,851
690,database-621496-1578672190393.xlsx,database,t,6,2020-01-10 21:33:10.409+05:30,2020-01-17 20:04:52.919+05:30,851
223,image-996600-1577336598182.jpg,image,t,1,2019-12-26 10:33:18.191+05:30,2020-01-24 21:31:28.423+05:30,233
712,image-142911-1578680021956.jpg,image,t,1,2020-01-10 23:43:41.958+05:30,2020-01-25 16:45:09.171+05:30,1189
713,image-959363-1578680055761.jpg,image,t,1,2020-01-10 23:44:15.902+05:30,2020-01-25 16:45:09.171+05:30,1189
